,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,Price
0,0.034632928990378856,0.20691874294461926,0.13705683524618398,0.5405257875427069,0.19394063802447586,0.6992387409019816,0.6305316835806476,0.23941002898632566,0.027374902595528224,0.20985690453868694,0.347608848147062,0.9963940895380002,0.10264397961253241,0.4222222222222222
1,0.0289202299459708,0.01431455569545709,0.2761127083137239,0.255945340880795,0.6188861329172837,0.5554070016518993,0.7822633031459153,0.48297656338310796,0.10303068383436612,0.10669035862272963,0.5207755728752816,0.9966503269493703,0.18711954207000414,0.36888888888888893
2,0.020627377516973758,0.03322997947619249,0.2811157434130778,0.5255907655009844,0.16526854437106514,0.6241015338868727,0.5860047674159798,0.27271335047551454,0.03600976804922804,0.1069856709403868,0.5953007139610871,0.9832838882175655,0.08407879935246144,0.66
3,0.022748634819668066,0.03380107378604885,0.1250442315136054,0.26325276748899507,0.2515093671242243,0.6585321451306905,0.43216033241996654,0.34493168496407706,0.15001803194000074,0.06831744294967851,0.6512973205386736,0.9899891552141605,0.01598961970103027,0.6311111111111111
4,0.022148110073693862,0.029373549635402015,0.12105722098401409,0.5211260496171771,0.39966962669663897,0.44808565700625985,0.5201578438918822,0.4953416360731683,0.10438342287333918,0.06935957260718734,0.5601160247799375,0.9987225758811824,0.09278201945294202,0.6933333333333334
5,0.03865146804691113,0.019568487115940794,0.13944913754113641,0.7198519634775946,0.560580997773553,0.6105313245974302,0.5786614818560172,0.3879263713268743,0.13362941508795623,0.0729674488602573,0.5140782158555341,0.9863852555582414,0.12739568020059328,0.5266666666666666
6,0.033301447519484814,0.13665750305750254,0.33665117992698546,0.27499561091585767,0.47213976530092816,0.3311552911057138,0.6435460943429135,0.6618690134599098,0.2706511465630955,0.23992922939709688,0.4759637141876334,0.993516064170636,0.3005207882912407,0.39777777777777773
7,0.026858268657088676,0.15199325890552035,0.30062721759593175,0.11544857543446341,0.46334487630256854,0.532617793440259,0.9383886327748012,0.46578104585587904,0.13989269566449872,0.2389009533946042,0.24366898123780428,0.991425137004414,0.43117052750065027,0.4911111111111112
8,0.021739195173197487,0.13237772122830077,0.259349438293094,0.48871626243354055,0.38958055513544493,0.41153572096870533,0.9846722044681369,0.5261505159119338,0.20132412595233068,0.23632927682765154,0.3067120076493112,0.9652037261249227,0.7671769954218062,0.2555555555555556
9,0.014587501518075176,0.14447148585094602,0.33109919145567224,0.7594787891737669,0.696532307015115,0.3345441379061744,0.8342038062530904,0.6114155210038161,0.1749345724257392,0.23735073588760874,0.4379822373114093,0.9670701493193002,0.44579803627597514,0.3088888888888889
